period_begin,period_end,period_duration,region_type,region_type_id,table_id,is_seasonally_adjusted,region,city,state,state_code,property_type,property_type_id,median_sale_price,median_sale_price_mom,median_sale_price_yoy,median_list_price,median_list_price_mom,median_list_price_yoy,median_ppsf,median_ppsf_mom,median_ppsf_yoy,median_list_ppsf,median_list_ppsf_mom,median_list_ppsf_yoy,homes_sold,homes_sold_mom,homes_sold_yoy,pending_sales,pending_sales_mom,pending_sales_yoy,new_listings,new_listings_mom,new_listings_yoy,inventory,inventory_mom,inventory_yoy,months_of_supply,months_of_supply_mom,months_of_supply_yoy,median_dom,median_dom_mom,median_dom_yoy,avg_sale_to_list,avg_sale_to_list_mom,avg_sale_to_list_yoy,sold_above_list,sold_above_list_mom,sold_above_list_yoy,price_drops,price_drops_mom,price_drops_yoy,off_market_in_two_weeks,off_market_in_two_weeks_mom,off_market_in_two_weeks_yoy,parent_metro_region,parent_metro_region_metro_code,last_updated,zipcode
11/1/14,1/31/15,90,zip code,2,40860,f,Zip Code: 98166,,Washington,WA,Townhouse,13,305000.0,0.639784946,0.980519481,343975.0,0.04250644,0.349053829,154.822335,0.0,0.375304898,233.2841981,0.147507966,0.473851645,3.0,-0.4,0.0,,,,2.0,1.0,-0.5,3.0,2.0,-0.4,,,,29.0,20.0,24.0,0.997625903,-0.003509539,0.006183076,0.0,-0.2,-0.333333333,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98166
4/1/24,6/30/24,90,zip code,2,40877,f,Zip Code: 98199,,Washington,WA,Single Family Residential,6,1450000.0,-0.033333333,0.087853552,1395000.0,-0.049079755,-0.029565217,630.2521008,0.058111563,-0.014033038,602.259887,-0.000214229,-0.007658506,81.0,0.125,0.227272727,27.0,-0.068965517,0.285714286,105.0,0.029411765,0.280487805,39.0,0.114285714,0.56,,,,6.0,0.0,-1.0,1.015808329,-0.003560807,-0.001122285,0.419753086,-0.080246914,-0.004489338,,,,0.666666667,-0.022988506,0.047619048,"Seattle, WA",42644,7/15/24 17:39,98199
5/1/14,7/31/14,90,zip code,2,40867,f,Zip Code: 98178,,Washington,WA,Townhouse,13,58000.0,0.0,-0.504273504,109000.0,-0.525571273,0.579710145,51.73951829,0.0,-0.535428013,91.21338912,-0.46153736,0.579710145,1.0,0.0,-0.5,,,,3.0,0.5,2.0,1.0,,0.0,,,,5.0,0.0,-7.0,0.974789916,0.0,-0.010789837,0.0,0.0,0.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98178
4/1/12,6/30/12,90,zip code,2,40865,f,Zip Code: 98175,,Washington,WA,All Residential,-1,277000.0,0.325358852,,419950.0,0.555946647,,200.5792904,-0.001902096,,168.4386471,-0.138148308,,1.0,0.0,,,,,2.0,1.0,,1.0,,,,,,6.0,-9.0,,1.026306039,0.026306039,,1.0,1.0,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98175
7/1/18,9/30/18,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Townhouse,13,222500.0,-0.241908007,-0.466746555,279000.0,-0.126760563,-0.4181439,187.091691,-0.060142644,-0.156863454,217.7293935,0.079014404,-0.164291076,2.0,0.0,-0.5,2.0,1.0,1.0,5.0,1.5,1.5,3.0,0.5,,,,,26.0,11.0,-61.0,0.983870968,-0.031257814,-0.01508086,0.0,-0.5,-0.25,,,,0.5,0.5,-0.5,"Seattle, WA",42644,7/15/24 17:39,98188
8/1/20,10/31/20,90,zip code,2,40818,f,Zip Code: 98105,,Washington,WA,Townhouse,13,765950.0,0.021266667,-0.019270166,789500.0,0.045695364,0.018709677,590.3975994,-0.049027867,0.122663743,560.5381166,-0.055711596,0.139855825,21.0,0.105263158,2.0,8.0,1.666666667,1.0,23.0,-0.258064516,2.285714286,12.0,-0.2,0.714285714,,,,21.0,3.5,-33.0,1.002218587,-0.000697151,0.021588461,0.333333333,-0.035087719,0.19047619,,,,0.25,-0.083333333,0.25,"Seattle, WA",42644,7/15/24 17:39,98105
7/1/20,9/30/20,90,zip code,2,40838,f,Zip Code: 98127,,Washington,WA,Townhouse,13,870000.0,,,742000.0,,,568.627451,,,530.1353875,,,1.0,,,2.0,,,2.0,,,,,,,,,8.0,,,1.036948749,,,1.0,,,,,,0.5,,,"Seattle, WA",42644,7/15/24 17:39,98127
6/1/16,8/31/16,90,zip code,2,40816,f,Zip Code: 98103,,Washington,WA,Multi-Family (2-4 Unit),4,917500.0,0.140282032,0.379699248,1050000.0,0.3125,0.4,350.1449107,0.088301194,0.240513398,327.7777778,0.056471732,0.195424837,8.0,0.0,-0.272727273,,,,9.0,0.125,-0.470588235,8.0,1.0,0.6,,,,10.0,2.0,3.0,1.084330693,5.29e-05,0.008014568,0.5,-0.125,-0.136363636,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98103
10/1/14,12/31/14,90,zip code,2,40850,f,Zip Code: 98146,,Washington,WA,Single Family Residential,6,283850.0,-0.105984252,-0.077456595,275000.0,-0.160177126,0.018895887,161.7444081,-0.04509249,-0.023461204,166.6410256,0.000988034,-0.008226422,68.0,-0.105263158,-0.15,13.0,-0.235294118,0.0,51.0,-0.120689655,-0.13559322,48.0,-0.142857143,-0.142857143,,,,40.5,11.0,8.5,0.989464157,-0.00353271,0.00402815,0.205882353,-0.083591331,-0.031617647,,,,0.461538462,0.108597285,0.384615385,"Seattle, WA",42644,7/15/24 17:39,98146
9/1/18,11/30/18,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Townhouse,13,572000.0,-0.005217391,-0.319047619,524500.0,-0.079824561,-0.479145978,483.9939024,0.377909597,0.110881243,431.34923,0.220602748,-0.113313897,5.0,0.0,-0.545454545,,,,2.0,-0.333333333,-0.666666667,,,,,,,52.0,17.0,-8.0,0.985065034,0.00299547,-0.015494444,0.0,0.0,-0.090909091,,,,,,,"Bremerton, WA",14740,7/15/24 17:39,98110
2/1/16,4/30/16,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,All Residential,-1,969950.0,-0.191708333,0.042956989,930000.0,0.033333333,-0.02617801,503.3670034,-0.001520951,0.242852956,480.9226975,-0.005342947,0.144244816,101.0,0.507462687,0.442857143,52.0,0.06122449,0.130434783,148.0,0.147286822,0.243697479,35.0,-0.166666667,-0.285714286,,,,9.0,0.0,1.0,1.025582685,-0.002655237,-0.001690982,0.465346535,-0.042116152,-0.034653465,,,,0.673076923,-0.082025118,-0.087792642,"Seattle, WA",42644,7/15/24 17:39,98112
5/1/13,7/31/13,90,zip code,2,40834,f,Zip Code: 98122,,Washington,WA,Multi-Family (2-4 Unit),4,462518.5,-0.046426355,0.142020988,569000.0,0.030797101,-0.03559322,224.8702843,0.04939466,0.100363897,213.3495146,-0.007024716,-0.255255989,4.0,0.333333333,0.333333333,1.0,,,9.0,0.125,0.8,6.0,0.2,0.2,,,,12.0,6.0,3.0,1.025653499,-0.015232681,0.002501778,0.5,-0.166666667,0.166666667,,,,0.0,,,"Seattle, WA",42644,7/15/24 17:39,98122
5/1/13,7/31/13,90,zip code,2,40822,f,Zip Code: 98109,,Washington,WA,Condo/Co-op,3,324500.0,0.0,0.208566108,327000.0,0.006153846,0.148375768,341.3461538,-0.026120518,0.02262636,381.1539478,0.061367147,0.171090603,63.0,-0.148648649,-0.015625,19.0,-0.05,0.461538462,72.0,0.014084507,0.2,35.0,0.0,-0.146341463,,,,12.0,0.0,-17.0,0.996323657,0.002575984,0.007371972,0.285714286,0.028957529,0.035714286,,,,0.368421053,-0.281578947,-0.32388664,"Seattle, WA",42644,7/15/24 17:39,98109
3/1/19,5/31/19,90,zip code,2,40866,f,Zip Code: 98177,,Washington,WA,Single Family Residential,6,850000.0,0.016807225,-0.076086957,849950.0,-0.080638183,-0.033048919,384.5679012,0.048821549,-0.009363704,367.9824561,-0.002782647,-0.005206978,70.0,0.228070175,-0.027777778,36.0,0.714285714,0.090909091,113.0,0.37804878,0.189473684,54.0,0.35,1.16,,,,7.0,-1.5,0.0,1.012486126,0.004207323,-0.055702045,0.4,-0.021052632,-0.211111111,,,,0.666666667,0.047619048,-0.242424242,"Seattle, WA",42644,7/15/24 17:39,98177
1/1/21,3/31/21,90,zip code,2,40831,f,Zip Code: 98118,,Washington,WA,Single Family Residential,6,745000.0,0.048926434,0.117863306,729000.0,0.01961607,0.088059701,427.0235819,0.011754341,0.190865884,406.2295082,0.044426885,0.163884265,81.0,-0.058139535,-0.012195122,42.0,0.68,0.35483871,107.0,0.371794872,0.0,25.0,-0.038461538,-0.390243902,,,,7.0,-2.0,-1.0,1.053161036,0.019857232,0.042755586,0.604938272,0.1514499,0.190304125,,,,0.880952381,0.040952381,-0.022273425,"Seattle, WA",42644,7/15/24 17:39,98118
5/1/21,7/31/21,90,zip code,2,40825,f,Zip Code: 98112,,Washington,WA,Single Family Residential,6,1752500.0,-0.026388889,0.200342466,1699000.0,-0.013642961,0.078747282,644.3914081,-0.047574051,0.093243354,632.1428571,0.023264853,0.080274318,115.0,-0.072580645,0.533333333,36.0,0.028571429,0.090909091,107.0,-0.1640625,-0.044642857,20.0,-0.285714286,-0.512195122,,,,7.0,0.0,0.0,1.045630824,0.000259195,0.014454489,0.47826087,-0.02173913,0.104927536,,,,0.694444444,-0.01984127,0.148989899,"Seattle, WA",42644,7/15/24 17:39,98112
10/1/16,12/31/16,90,zip code,2,40871,f,Zip Code: 98188,,Washington,WA,Townhouse,13,195000.0,-0.048548426,0.189205672,232497.5,0.603431034,0.29201167,155.3905391,0.045339378,-0.024469964,180.6520062,0.009159483,0.076181998,7.0,0.166666667,2.5,2.0,1.0,1.0,4.0,-0.2,0.333333333,1.0,-0.5,-0.666666667,,,,17.0,5.0,-49.0,1.011260671,-0.027236854,0.011260671,0.285714286,-0.214285714,0.285714286,,,,0.5,0.5,0.5,"Seattle, WA",42644,7/15/24 17:39,98188
9/1/17,11/30/17,90,zip code,2,40861,f,Zip Code: 98168,,Washington,WA,Multi-Family (2-4 Unit),4,403669.0,0.0,0.668053719,415000.0,0.0,0.612589858,171.7740426,0.0,1.413354317,190.3669725,0.0,1.033628513,1.0,0.0,0.0,,,,1.0,0.0,-0.5,,,,,,,112.0,0.0,,1.336209864,0.0,0.336209864,1.0,0.0,1.0,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98168
8/1/16,10/31/16,90,zip code,2,40823,f,Zip Code: 98110,,Washington,WA,Townhouse,13,554000.0,0.097029703,0.53038674,615000.0,0.0,0.31130064,378.4417673,0.196025863,0.414939453,411.3345521,0.0,0.578682716,4.0,-0.2,0.0,3.0,2.0,,11.0,0.0,10.0,6.0,0.0,,,,,15.0,4.0,-1.0,0.995849567,-0.003052309,-0.002721191,0.5,-0.1,0.25,,,,0.666666667,0.666666667,,"Bremerton, WA",14740,7/15/24 17:39,98110
7/1/17,9/30/17,90,zip code,2,40815,f,Zip Code: 98102,,Washington,WA,Townhouse,13,904995.0,-0.013618677,0.13124375,939990.0,0.045595106,0.240992805,633.1028231,-0.018286669,0.335846957,665.6741573,0.050664467,0.332617568,22.0,0.222222222,0.692307692,7.0,-0.222222222,1.333333333,23.0,-0.148148148,0.916666667,9.0,-0.1,0.285714286,,,,7.5,0.5,-4.5,1.010276234,-0.000469594,-0.01838078,0.318181818,0.04040404,-0.374125874,,,,0.571428571,0.015873016,0.238095238,"Seattle, WA",42644,7/15/24 17:39,98102
2/1/19,4/30/19,90,zip code,2,40830,f,Zip Code: 98117,,Washington,WA,All Residential,-1,807500.0,0.009375,-0.043812907,750000.0,-0.038461538,-0.037227214,431.6946186,-0.00189368,-0.108982307,439.8422091,0.002840237,0.007399101,142.0,0.352380952,0.092307692,79.0,0.338983051,0.215384615,211.0,0.278787879,0.165745856,69.0,0.078125,0.916666667,,,,8.0,-5.0,1.0,1.018486924,0.011245904,-0.087874172,0.38028169,0.056472166,-0.358179848,,,,0.64556962,-0.151040549,-0.246738072,"Seattle, WA",42644,7/15/24 17:39,98117
4/1/18,6/30/18,90,zip code,2,40826,f,Zip Code: 98113,,Washington,WA,All Residential,-1,960000.0,0.0,,750000.0,0.0,,500.0,0.0,,390.625,0.0,,1.0,0.0,,,,,1.0,0.0,,,,,,,,7.0,0.0,,1.28,0.0,,1.0,0.0,,,,,,,,"Seattle, WA",42644,7/15/24 17:39,98113
7/1/22,9/30/22,90,zip code,2,40833,f,Zip Code: 98121,,Washington,WA,All Residential,-1,608000.0,-0.023293173,-0.028753994,599500.0,-0.031502423,-0.115125886,751.2683202,-0.01950706,-0.094928717,752.9705856,0.002091182,-0.021838722,86.0,-0.044444444,-0.414965986,35.0,-0.125,0.029411765,132.0,-0.164556962,0.047619048,97.0,-0.058252427,0.616666667,,,,20.0,6.0,-3.0,0.991039121,-0.003695115,-0.007373543,0.220930233,-0.023514212,-0.003559563,,,,0.314285714,-0.060714286,-0.421008403,"Seattle, WA",42644,7/15/24 17:39,98121
2/1/20,4/30/20,90,zip code,2,40837,f,Zip Code: 98126,,Washington,WA,All Residential,-1,650000.0,0.083333333,0.083333333,625000.0,0.0,-0.007936508,429.2682927,0.04773114,0.160097561,412.5528914,0.004571508,0.077689186,115.0,0.08490566,-0.172661871,29.0,-0.462962963,-0.408163265,153.0,0.077464789,-0.145251397,44.0,0.047619048,-0.371428571,,,,6.0,-1.5,-6.0,1.025687967,0.012936899,0.023521865,0.556521739,0.160295324,0.225586487,,,,0.620689655,-0.249680715,0.008444757,"Seattle, WA",42644,7/15/24 17:39,98126
6/1/22,8/31/22,90,zip code,2,40834,f,Zip Code: 98122,,Washington,WA,All Residential,-1,917500.0,-0.008108108,0.146875,897000.0,0.004504593,0.083987915,656.1241195,-0.010625863,0.100968019,623.4321691,-0.010207478,0.060594757,170.0,-0.071038251,-0.282700422,56.0,0.142857143,-0.176470588,210.0,-0.102564103,-0.036697248,85.0,-0.076086957,0.164383562,,,,7.0,1.0,-3.0,1.011407162,-0.016900919,-0.006636346,0.341176471,-0.112375442,-0.038570365,,,,0.464285714,-0.168367347,-0.035714286,"Seattle, WA",42644,7/15/24 17:39,98122
1/1/21,3/31/21,90,zip code,2,40837,f,Zip Code: 98126,,Washington,WA,Condo/Co-op,3,292500.0,-0.050324675,-0.295180723,389000.0,-0.084705882,-0.073809524,463.2867133,0.0,0.117338544,449.3579454,0.015140449,0.011695302,9.0,-0.181818182,-0.571428571,4.0,0.0,-0.2,15.0,0.363636364,-0.375,7.0,0.166666667,-0.416666667,,,,84.0,0.0,72.0,0.983298059,-0.004749212,-0.011478199,0.111111111,-0.070707071,-0.031746032,,,,0.5,-0.25,0.1,"Seattle, WA",42644,7/15/24 17:39,98126
2/1/12,4/30/12,90,zip code,2,40877,f,Zip Code: 98199,,Washington,WA,Multi-Family (2-4 Unit),4,484400.0,-0.011428571,-0.107096774,689000.0,0.450679019,0.584272246,187.9040404,-0.033636364,0.135672271,188.0458515,0.045249075,0.012969057,2.0,1.0,0.0,2.0,,,1.0,-0.666666667,-0.666666667,,,,,,,53.5,29.5,48.5,0.999002553,0.009103563,0.008766801,0.5,0.5,0.0,,,,0.5,,,"Seattle, WA",42644,7/15/24 17:39,98199
3/1/22,5/31/22,90,zip code,2,40819,f,Zip Code: 98106,,Washington,WA,All Residential,-1,715000.0,0.017793594,0.12244898,699999.0,0.001429185,0.167686726,486.7256637,0.00066788,0.196978901,448.1981982,-0.021319651,0.100226082,153.0,0.141791045,-0.04375,55.0,0.057692308,-0.112903226,183.0,0.095808383,-0.016129032,28.0,0.12,-0.034482759,,,,5.0,0.0,-1.0,1.07540952,-0.001827583,0.02255836,0.647058824,-0.076821773,0.015808824,,,,0.818181818,-0.008741259,-0.004398827,"Seattle, WA",42644,7/15/24 17:39,98106
11/1/14,1/31/15,90,zip code,2,40822,f,Zip Code: 98109,,Washington,WA,Condo/Co-op,3,329000.0,-0.086111111,0.115254237,334950.0,-0.069583333,0.089356858,395.7770449,-0.023081978,0.095677503,438.0952381,0.019088199,0.207010479,43.0,-0.188679245,-0.085106383,11.0,-0.153846154,-0.083333333,38.0,-0.073170732,-0.136363636,22.0,0.294117647,-0.352941176,,,,45.0,23.5,14.0,0.981897424,-0.005823272,-0.005612408,0.23255814,-0.012724879,-0.001484414,,,,0.727272727,0.496503497,0.060606061,"Seattle, WA",42644,7/15/24 17:39,98109
5/1/15,7/31/15,90,zip code,2,40844,f,Zip Code: 98136,,Washington,WA,Single Family Residential,6,567950.0,-0.028314799,0.082840801,564950.0,0.008839286,0.032815356,286.3684211,-0.002796646,0.063297678,282.4069444,0.006755101,0.007027206,83.0,0.012195122,0.537037037,26.0,-0.257142857,0.368421053,97.0,-0.03,0.010416667,22.0,-0.185185185,-0.551020408,,,,7.0,-1.0,-1.0,1.035495398,0.002304417,0.011897579,0.542168675,-0.006611813,0.023650156,,,,0.653846154,-0.174725275,0.127530364,"Seattle, WA",42644,7/15/24 17:39,98136
